direction,sign,offset,lower_angle,upper_angle,lower_flare,upper_flare,case_label
manual,point1,-0.0022,-1.3999999999999821,-5.4,0.0024750000000000024,0.0009499999999999999,manual_point1
manual,point2,-0.002212,-1.572,-5.4,0.0024673,0.0009612,manual_point2
