eval_id,objective,offset,lower_angle,upper_angle,lower_flare,upper_flare,timestamp_iso8601
1,0.0125634361475,-0.0009999999999999992,4.0,-3.0,0.0025,0.00125,2025-11-29T00:09:30.111094
2,0.012683782802500003,-0.0009999999999999992,4.8999999999999995,-2.3384999999999767,0.0024375,0.0013249999999999974,2025-11-29T03:49:00.331792
6,0.012869639507000003,-0.0009999999999999992,3.1,-3.661499999999977,0.0025,0.0011749999999999974,2025-11-29T03:52:06.733617
5,0.012744236535999993,-0.0009999999999999992,4.8999999999999995,-2.999999999999977,0.0025,0.0012499999999999974,2025-11-29T06:58:08.286943
3,0.012574768852500003,0.0008000000000000004,4.0,-2.3384999999999767,0.0025,0.0012499999999999974,2025-11-29T07:39:02.707042
4,0.012837959359000003,-0.0027999999999999987,4.0,-2.999999999999977,0.0025,0.0012499999999999974,2025-11-29T08:19:03.140300
7,0.012689749672000004,-0.0009999999999999992,3.1,-2.999999999999977,0.0025,0.0012499999999999974,2025-11-29T16:35:33.354276
8,0.012621969438499997,-0.0007839999999999982,4.027,-2.3384999999999767,0.0024375,0.0012612499999999976,2025-11-30T00:44:04.585821
9,0.016817739208500007,0.001610000000000002,4.009,-2.206199999999977,0.00245,0.0012844999999999974,2025-11-30T08:54:35.185975
10,0.0128383801935,-0.0017019999999999987,4.0,-2.8015499999999776,0.0024875,0.0012589999999999975,2025-11-30T17:04:10.342125
12,0.012694429247499995,-0.0014319999999999992,3.838,-3.171989999999977,0.0025,0.0012387499999999974,2025-12-01T00:06:53.434925
11,0.012655686909499994,-9.999999999999766e-05,3.8019999999999996,-3.205064999999977,0.00249625,0.0012364999999999976,2025-12-01T00:06:53.719377
13,0.012586816447999995,-0.0007119999999999991,4.45,-3.0661499999999764,0.0025,0.0012454999999999975,2025-12-01T01:17:46.223147
14,0.012759900498999999,-0.001899999999999999,4.198,-2.7949349999999775,0.0025,0.0012634999999999973,2025-12-01T01:18:46.409561
15,0.012573310134500004,-0.0005139999999999988,3.8919999999999995,-2.669249999999977,0.0025,0.0012432499999999974,2025-12-01T03:07:47.237151
16,0.012672045618500006,-0.0014859999999999995,4.1080000000000005,-3.330749999999977,0.0025,0.0012567499999999975,2025-12-01T11:16:16.693185
17,0.012784337751500001,-9.999999999999766e-05,3.8019999999999996,-2.986769999999977,0.0025,0.0012552499999999975,2025-12-01T19:27:45.880908
18,0.0126911057825,-0.0007839999999999982,4.3420000000000005,-2.1598949999999766,0.00247875,0.0012634999999999973,2025-12-02T03:36:15.278649
19,0.012771530831999995,-0.00026199999999999835,3.9370000000000003,-2.9404649999999775,0.002491875,0.0012432499999999974,2025-12-02T11:45:44.782776
23,0.012811076936,-0.0009819999999999985,3.9640000000000004,-3.1322999999999768,0.0025,0.0012567499999999975,2025-12-02T19:16:16.708722
24,0.012660519487999998,-0.0006399999999999982,4.018,-3.006614999999977,0.0025,0.0012469999999999975,2025-12-02T19:37:16.874298
22,0.0127639365375,-0.0009999999999999992,4.018,-3.006614999999977,0.0025,0.0012469999999999975,2025-12-02T19:59:17.055446
20,0.012651994853999999,-0.0010179999999999998,4.036,-2.867699999999977,0.002499375,0.0012432499999999974,2025-12-02T20:22:22.773900
21,0.012602228592,-0.0010539999999999994,3.8289999999999997,-3.033074999999977,0.00249875,0.0012349999999999974,2025-12-02T22:19:23.927643
25,0.012572160764000006,-0.0009999999999999992,3.982,-2.993384999999977,0.0025,0.0012529999999999976,2025-12-03T06:27:53.153780
26,0.012801071737499998,-0.001233999999999999,4.8999999999999995,-3.661499999999977,0.0024375,0.0011749999999999974,2025-12-03T14:49:22.886422
27,0.012629634722999999,-0.0006939999999999984,4.027,-3.039689999999977,0.0025,0.0012477499999999976,2025-12-03T23:05:56.489445
28,0.012590526413999997,-0.0007659999999999993,4.027,-2.993384999999977,0.0025,0.0012462499999999974,2025-12-04T07:18:41.744823
29,0.012939918088000003,-0.0005499999999999984,4.315,-2.854469999999977,0.0025,0.0012604999999999975,2025-12-04T15:29:15.047060
30,0.012510765086500007,-0.0009279999999999983,3.9459999999999997,-2.986769999999977,0.002499375,0.0012409999999999973,2025-12-04T23:59:47.845516
31,0.012656480806500005,-0.0008919999999999987,4.081,-2.894159999999977,0.0025,0.0012469999999999975,2025-12-05T08:07:17.824087
