eval_id,objective,offset,lower_angle,upper_angle,lower_flare,upper_flare,timestamp_iso8601
1,0.017573292698499995,0.0009999999999999992,4.0,-3.0,0.001,0.0022500000000000003,2025-11-19T23:02:14.596885
1,0.0169916364555,0.0009999999999999992,4.0,-3.0,0.001,0.001,2025-11-20T00:02:14.897121
1,0.01650332424,0.0009999999999999992,4.0,12.0,0.001,0.001,2025-11-20T00:25:15.040298
1,0.016391804782,0.0009999999999999992,4.0,-3.0,0.0022500000000000003,0.001,2025-11-20T00:48:15.191443
1,0.013541172398499996,0.005999999999999997,5.5,-1.5,0.0011250000000000001,0.0011250000000000001,2025-11-20T08:20:49.400340
1,0.014819698464,-0.004,8.499999999999996,1.5,0.0013750000000000001,0.0013750000000000001,2025-11-20T08:45:49.523388
1,0.013760956960999998,-0.009,9.999999999999996,3.0,0.0015,0.0015,2025-11-20T09:06:49.944363
2,0.016190163106500007,-0.0030000000000000027,-8.600000000000005,5.399999999999995,0.0016999999999999997,0.0016999999999999997,2025-11-20T16:40:24.946120
2,0.016672974486499997,-1.734723475976807e-18,12.100000000000001,-0.9000000000000004,0.001175,0.001175,2025-11-20T17:04:25.443056
2,0.0164187205805,-0.0020000000000000018,-1.7000000000000046,3.299999999999997,0.0015249999999999997,0.0015249999999999997,2025-11-20T17:21:25.295338
1,0.014922854909,-0.0046,1.3599999999999959,8.759999999999991,0.001979999999999999,0.00022999999999999938,2025-11-21T00:53:59.084458
2,0.013096784488000005,-0.0032000000000000006,2.019999999999996,5.819999999999993,0.0017349999999999993,0.0007349999999999995,2025-11-21T01:19:01.523518
2,0.017028825443000002,-0.00040000000000000105,3.34,-0.060000000000002274,0.0012449999999999998,0.001745,2025-11-21T01:19:01.836092
2,0.014100721169000003,-0.006840000000000002,0.30399999999999316,13.463999999999992,0.0023719999999999995,0.0011719999999999992,2025-11-21T08:52:35.548806
3,0.014455282395500002,-0.004880000000000002,1.2279999999999944,9.347999999999995,0.0020289999999999996,0.0011289999999999996,2025-11-21T09:16:37.960421
3,0.014744062190000002,-0.0009600000000000008,3.075999999999997,1.115999999999996,0.0013429999999999998,0.0010429999999999999,2025-11-21T09:16:38.060050
3,0.013339510649000007,-0.007232000000000001,0.11919999999999575,2.287199999999988,0.0024405999999999994,0.001180599999999999,2025-11-21T17:25:13.386472
3,0.015679416524,-0.0017440000000000008,2.7063999999999986,8.762399999999996,0.0014801999999999999,0.0010601999999999999,2025-11-21T17:29:12.375008
4,0.014467160488499999,-0.008055200000000002,-0.2688800000000082,13.315919999999988,0.0015846599999999992,0.0011986599999999992,2025-11-22T01:26:46.242301
4,0.0161131418235,-0.002018400000000002,2.5770399999999967,2.438639999999996,0.00202822,0.0010662199999999997,2025-11-22T01:27:46.306673
4,0.013873689766000005,-0.0057607199999999996,9.384231999999997,8.22751199999999,0.0019581259999999997,0.0006585259999999996,2025-11-22T09:24:20.561781
4,0.012972831291499998,-0.003920240000000002,-2.6052560000000042,6.342503999999995,0.0017860419999999994,0.0013528419999999997,2025-11-22T09:25:20.624077
3,0.014286519098000001,-0.008423295999999999,2.1290175999999974,13.692921599999995,0.0016190767999999997,0.0010597968,2025-11-22T16:10:55.162290
5,0.014116266633000005,-0.003619624000000001,2.465034399999997,5.252210399999996,0.0019259341999999997,0.0010646141999999998,2025-11-22T17:22:57.801116
5,0.014292836596000004,-0.006822072,2.2410231999999937,10.879351199999995,0.0017213626,0.0010614026,2025-11-22T17:22:57.958664
5,0.013806918484500004,-0.004150353600000001,2.471976159999997,8.907142559999997,0.0016658118799999999,0.0010615638799999997,2025-11-23T01:20:51.026824
5,0.013606062364000004,-0.008963060799999999,2.0031284799999938,9.196627679999995,0.0020370356399999996,0.0010642916399999994,2025-11-23T01:31:51.135667
2,0.013605011202,-0.008333555840000001,3.559895103999988,9.402627264000003,0.001597172272,0.0022284810719999998,2025-11-23T08:20:25.967925
6,0.0138524128115,-0.007400166880000001,3.00992132799999,9.241970448,0.0016928792039999998,0.0017288608039999999,2025-11-23T09:31:28.644454
6,0.014015006258999997,-0.00553338896,1.909973775999994,8.92065681599999,0.0018842930679999995,0.0007296202679999994,2025-11-23T09:31:29.244151
6,0.014111426547000002,-0.005461596832000002,3.054675779199993,5.488421347200003,0.0018667694455999997,0.0016645676855999991,2025-11-23T16:21:17.960998
6,0.013637251167999999,-0.007436062944,2.437570326399996,10.958088182399997,0.0017016410151999997,0.0012613870951999995,2025-11-23T16:21:18.381448
2,0.013116573269500003,-0.004474363776000002,3.3632285055999915,2.7535879296000054,0.0019493336607999997,0.0018661579807999987,2025-11-23T17:33:15.607180
3,0.014485154231000006,-0.0024998976640000035,3.9803339583999886,-2.716078905599991,0.0021144620912,0.002269338571199998,2025-11-23T17:35:15.776129
