eval_id,objective,offset,lower_angle,upper_angle,lower_flare,upper_flare,timestamp_iso8601
1,221.577526985,-0.001,-1.4,-5.4,0.00175,0.00095,2025-12-14T22:53:00.333631
5,219.04198420999975,-0.0015999999999999999,-1.3999999999999821,-5.4,0.0018499999999999999,0.0009499999999999999,2025-12-15T04:23:54.949223
6,490.16581122499963,-0.0004000000000000002,-1.3999999999999821,-5.4,0.0017499999999999998,0.0010199999999999999,2025-12-15T04:26:52.999176
4,398.6777707949996,-0.0004000000000000002,-1.3999999999999821,-5.04,0.0017499999999999998,0.0009499999999999999,2025-12-15T08:10:08.423139
3,216.02165628999987,-0.001,-0.969999999999982,-5.4,0.0017499999999999998,0.0009499999999999999,2025-12-15T09:03:55.204215
2,203.68022000999983,-0.001,-0.969999999999982,-5.04,0.00165,0.0010199999999999999,2025-12-15T09:16:04.452087
7,421.7545943299994,-0.001,0.3200000000000611,-3.96,0.00135,0.00123,2025-12-15T19:26:57.460015
8,423.3032718699998,-0.001,-1.3999999999999821,-5.4,0.00135,0.0009499999999999999,2025-12-16T21:45:02.618941
9,197.7501314949998,-0.001,-0.969999999999982,-5.04,0.00215,0.0009499999999999999,2025-12-18T02:02:09.368969
10,186.23459874499983,-0.001,-0.969999999999982,-5.04,0.00225,0.0010199999999999999,2025-12-18T18:32:11.357464
11,225.38252657999982,-0.0015999999999999999,-0.969999999999982,-5.4,0.00195,0.0010199999999999999,2025-12-19T04:15:02.985349
12,208.07683841499983,-0.001,-0.969999999999982,-5.04,0.00225,0.00123,2025-12-19T14:29:55.245343
13,322.9788499849998,-0.001,-1.3999999999999821,-5.4,0.00225,0.0010899999999999998,2025-12-20T00:42:48.280013
14,232.55620334499983,-0.001,-0.5399999999999823,-5.04,0.00215,0.0010199999999999999,2025-12-20T10:54:41.004025
15,217.5497089999998,-0.001,-1.3999999999999821,-5.4,0.0018499999999999999,0.0009499999999999999,2025-12-20T21:11:33.508717
16,235.05858251999993,-0.0004000000000000002,-0.5399999999999823,-5.04,0.0020499999999999997,0.0010199999999999999,2025-12-21T07:22:26.166717
20,232.38997266999993,-0.0015999999999999999,-1.3999999999999821,-5.4,0.00215,0.0013,2025-12-21T12:53:25.996904
19,510.2207690649999,-0.001,-0.969999999999982,-5.04,0.0017499999999999998,0.0010899999999999998,2025-12-21T12:54:26.182495
21,577.1778703399996,-0.001,-0.10999999999998256,-4.68,0.00225,0.0013,2025-12-21T16:55:36.644720
17,188.5543361349999,-0.001,-0.969999999999982,-4.32,0.00225,0.0009499999999999999,2025-12-21T17:36:26.436573
18,209.16753043999992,-0.001,-0.969999999999982,-5.04,0.00225,0.0009499999999999999,2025-12-21T17:45:43.728052
